url,type
"www.physics2u.org/templates/beez/css/a1/index.html		",phishing
"www.physics2u.org/templates/beez/css/a1/		",phishing
"www.easymarketing.hu/wp-includes/images/paypal/paypal/us/error_login.html		",phishing
"www.oasisbucaramanga.org/portal/templates/beez/css/e5/Atualizar_Dados.php?confirmando		",phishing
"www.oasisbucaramanga.org/portal/templates/beez/css/e5/confirmando.html		",phishing
"www.minnesotairish.com/v-web/northrock.htm		",phishing
"passivemobilemoneymachine.com/Paypal_Virefication/ec36a303cacf405c4559c9d1cc4bb60a/		",phishing
"passivemobilemoneymachine.com/Paypal_Virefication/4d884989290116285908cd3a044421a6/webscr.php?cmd=_login-run&dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e5		",phishing
"www.egitimogretimci.com//wp-admin/images/screenshots/index.htm		",phishing
"popgoesthehome.com/wp-content/upgrade/jan.php		",phishing
"sgipromis.com/phpFormGenerator/forms/form1.html		",phishing
"www.rrp-mfg.com/bin/		",phishing
"technicalsuport-admin.tk/		",phishing
"pichincha.polnet-computer.com/internexo/jsp/loginbiometrico/loginBiometrico.jsp		",phishing
"senyo.com/old_aol.1.3/?Login=&amp;amp;Lis=10&amp;amp;LigertID=1993745&amp;amp;us=1		",phishing
"vendez1site.com/includes/install/1fa21b5beb49f1908ecd410b63cb756d/		",phishing
"pichincha.polnet-computer.com/internexo.html/		",phishing
"frankieandlola.com.au/plugins/xmlrpc/tesco.php		",phishing
"hrpp.org.ws/form/TAMCOMEMAIL/		",phishing
"promocaomembertamfidelidade.tk/		",phishing
"member.paypal.com.cgi.bin.webscr.cmd.flow.session.lohzumu98pjkwkwudgtj3ie6btlub.online775885d80a13c0db1f8e263663d3faee8d43b1bb6ca3ufquez.befemelle.com/4064a728969477a1453f3a293537d15c/		",phishing
"thedoorfellowship.com/joomla.php		",phishing
"affiliatemoneymakingsoftware.com/uploads/Trulia/index.htm		",phishing
"paypal.com.uscgi-bin.webscr.cmd.login-submit.dispatch.97c8e6d0d14f43b296fdbdb6189c802954b1267956048.suenacristo.com/1df7b1f86929fcc7b85786b7083577ad/		",phishing
"steveathighlandscounty.com/upgrade/uploads/login/Trulia/index.htm		",phishing
"'beforenanny911.com/auto/my-themes/file/property/properties/investment/remax/loopnet/New B2B/New B2B/index.htm'		",phishing
"www.auraform.com.au/news/ramax/remax/index.htm		",phishing
"quesadaman.net/remax.net/remax/index.htm		",phishing
"bit.ly/Oceask		",phishing
"sudiharuman.com/components/com_ninjaxplorer/Remax.net/subscrible/subscriber/index.php		",phishing
"mgaseed.com//remax/index.htm		",phishing
"aliciathurstonboudoir.com/images/Remixx/		",phishing
"'www.edyshsdf32.hut4.ru/Redirecionamento.html?#\%20\%280.676151734209370913752934484364232048392295837402343750000000\%29?0.15614.1.12923.1.06764'		",phishing
"paypal.com.us.cgi.bin.webscr.cmd.login.member.verifed.aromasdosul.com/54855458214/1589dc6db2de7c49f2000d6e0859b354/info.html		",phishing
"trofeosybolas.com/images/remax/remax/		",phishing
"lafayetteprivateequity.com/wp-com/		",phishing
"woodmillwonder.com/upgrade/login/Trulia/index.htm		",phishing
"dura-build.com/wp-content/themes/twentyeleven/images/index.html		",phishing
"cesven.com/wp-content/themes/twentyeleven/ohjhsg.php		",phishing
"phdpu.edu.ua/public/Regions/?www.regions.com/personal.rf		",phishing
"www.surreyimages.com/wp-content/w3tc/Chase.html		",phishing
"analo.ns11-wistee.fr/.your-account.php		",phishing
"dintok.com/dintok.php		",phishing
"mobilemoneymakingmachines.com/auto/nav/You.Subscribe.toOne.Of-Our-Paid-Services/L=NuocSmKL8V2S2DKSYsaDdQE2JSQ.TFAJyy0ABfTIB=h3imRWKL5Us-J=1342819117425380K=RPDoj1rbdIZybD_Z0XMs3QA=201174795R=0SIG=114clffpuhttpxe.overview.mail.html		",phishing
"mobilemoneymakingmachines.com/auto/nav/You.Subscribe.toOne.Of-Our-Paid-Services/		",phishing
"dazzletechnologies.com/images/worldwide/paypalworldwide.INC/cgi-bin/webscrcmd=_login-run/webscrcmd=_account-run/updates-paypal/confirm-paypal		",phishing
"johnmcnamee.co.uk/dhjhjshs/login.htm		",phishing
"thodamyngheninhbinh.com/images/index_ha_207_3.html		",phishing
"tinyurl.com/cepfn35		",phishing
"cursojoomla.cia10.com/media/sercurity/uptade/ereur3.htm		",phishing
"cursojoomla.cia10.com/123414445454		",phishing
"www.suryaphone.com/installan/login.jsp.htm		",phishing
"teknocin.net//mobil/northrock.htm		",phishing
"excellent-rp.pl/images/imperial/agfsghjs.php		",phishing
"chisomventures.com/dir10/Create/Wed/Processing.htm		",phishing
"www.fcbrokers.com.au/paypai/update/your-account/paypai-login/service/Path=Ishcw32r4t86NZntgyR5359/		",phishing
"www.fcbrokers.com.au/paypai/update/your-account/paypai-login/service/Restart.php		",phishing
"www.capsoftnm.com/main/scap/d1e5500e9cc9019b59e33d222ac0a2ad/		",phishing
"www.capsoftnm.com/main/scap/		",phishing
"www.applecore.co.kr/php/https.htm		",phishing
"www.pictfor.org.uk/wp-content/paylink/paypal-2012/paypal/index.htm		",phishing
"paypal.com.us.cgi.bin.webscr.cmd.login.member.verifed.aromasdosul.com/54855458214/09ddea7cc4b1cf8155b723b85a8cbe30/		",phishing
"energia-gyogyaszat.hu/wp-content/plugins/azigen/Onlinechas/chaseonlne/online/login.php		",phishing
"spreadabundance.com/uploads/remax/index.htm		",phishing
"docs.google.com/spreadsheet/viewform?formkey=dEZzblVwcDBVZWNMaWdCMUt4clprd2c6MQ		",phishing
"mjc-wwl.com/old_aol.1.3/?Login=&amp;Lis=10&amp;LigertID=1993745&amp;us=1		",phishing
"passivemobilemoneymachine.com/Paypal_Virefication/8ae53931c14e905bb8ee62e4f321f242/webscr.php?cmd=_login-run&amp;dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e5		",phishing
"solis-charity.org/log/wellsfat/index_login.htm		",phishing
"joiararapetshop.com.br/login.html		",phishing
"gunsngadgets.net/webscr-sgi/member2/security/		",phishing
"www.greattrailrunsinutah.com/s/www.paypal.it_service-security_confermation/it/Processing1.php?cmd=_Processing&dispatch=5885d80a13c0db1fb6947b0aeae66fdbfb2119927117e3a6f876e0fd34af43657bb4d8e58feeb4bd35122e2d3cb6916d7bb4d8e58feeb4bd35122e2d3cb6916d		",phishing
"mindfulsolutionsinc.com/rad/mal.html.draft		",phishing
"'www.google.ad/url?sa=f&rct=j&url=https:/www.paypal.com.ar/ar/cgi-bin/webscr\%3Fcmd\%3D_home&q=paypal+argentina&ei=KnwMUJPvJebB0QWg_9TSCg&usg=AFQjCNGS_At_KxJucgoGBbHISLuHcNez_Q'		",phishing
"paypal.com.us.cgi.bin.webscr.cmd.login.member.verifed.aromasdosul.com/54855458214/b281760cf44e0c5275168ea7aaadc75a/		",phishing
"mrterabit.com/remax/		",phishing
"paypal-update-information001.currentrealestatetrends.com/webscr_cmd_home&country_lang.x=true/webscr_cmd_home/		",phishing
"treeofus.biz/tree/remax/		",phishing
"my.screenname.aol.comcqrloginlogin.pspsitedomainsns.webmail.aol.com.lang.acreativestudio.in/Billing/Billing/update.html		",phishing
"mail.aol.com.dopage.msgtimeoutbodysignonbankofampositschecksaveindex.cfmtemplatelcfaq.womens.ro/mail0aol36472aolfamericaonlineupdate.htm		",phishing
"caoc.cat/wp-admin/user/admin../remax.com.html		",phishing
"cabscomputacion.com.mx/modules/Remax/index.htm		",phishing
"paypal.com-us.cgi-bin-webscr-cmd.login-submit-dispatch.74fghghs68g48fyrt4mn86wvnchtor26hgbfn83m48hg3ufggd4s83f4xct1aa.hoteltroni.com.br/pa/pa/		",phishing
"www.jamiefieldevents.com/remax/index.htm		",phishing
"0xff.com.br/templates/beez/remax/REMAXX.htm		",phishing
"whchile.com/medios/Yahoo/		",phishing
"esdstudio.com/ru/wp-admin/images/paypal.fr/error_login.html?cmd=_login-run&dispatch=5885d80a13c0db1f998ca054efbdf2c29878a435fe324eec2511727fbf3e9efcd8		",phishing
"paypal.com.us.cgi.bin.webscr.cmd.login.member.verifed.aromasdosul.com/54855458214/1dd30b5535f8add275b4fcafd10592ac/		",phishing
"paypal.com.us.cgi.bin.webscr.cmd.login.member.verifed.aromasdosul.com/54855458214		",phishing
"paypal.com.us.cgi.bin.webscr.cmd.login.member.verifed.aromasdosul.com/54855458214/7c7a9e21f557059fba6dd31d7fcdc796/		",phishing
"paypal.com.us.cgi.bin.webscr.cmd.login.member.verifed.aromasdosul.com/54855458214/		",phishing
"paypal.com.us.cgi.bin.webscr.cmd.login.member.verifed.aromasdosul.com/54855458214/3853fdefe8082d6d73c5f72bf562e708/		",phishing
"passivemobilemoneymachine.com/Paypal_Virefication/796c8b705a7a52b05d512539f12dbd41/webscr.php?cmd=_login-run&dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e5		",phishing
"passivemobilemoneymachine.com/Paypal_Virefication/01f9b721a84d45bbaf6740a69b03ad15/webscr.php?cmd=_login-run&dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e5		",phishing
"passivemobilemoneymachine.com/Paypal_Virefication/8f66149e87ebbb565d628f976fe09efa/webscr.php?cmd=_login-run&dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e5		",phishing
"endahwidowati.com/account/index.php		",phishing
"www.proves-winged.tk/login.asp?		",phishing
"positype.com/about/aol/update.php		",phishing
"www.saintjohnlutheran.org/remax/index.htm		",phishing
"gwj194.internetdsl.tpnet.pl:84/eBayISAPI.dll.htm?co_partnerId=2&siteid=0&UsingSSL=1		",phishing
"metalica.cl/comunidad/media/system/js/.eZa-yIPIllnInruhttp.www.eaY.c0m/		",phishing
"paupals.com.cgi.bin.webscr.cmd.login.submit.dispatch.5885d80a13c0db1f8e263663d3faee8.d0288a7fd2903afb85a5540fd44243d03.ggg.tmdhosting310.com/secure-code100/security/login.php		",phishing
"paupals.com.cgi.bin.webscr.cmd.login.submit.dispatch.5885d80a13c0db1f8e263663d3faee8.d0288a7fd2903afb85a5540fd44243d03.ggg.tmdhosting310.com/secure-code15/security/login.php		",phishing
"passivemobilemoneymachine.com/Paypal_Virefication/01f9b721a84d45bbaf6740a69b03ad15/webscr.php?cmd=_login-run&amp;dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e5		",phishing
"passivemobilemoneymachine.com/Paypal_Virefication/796c8b705a7a52b05d512539f12dbd41/webscr.php?cmd=_login-run&amp;dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e5		",phishing
"bosungcanada.com/bbs/table/board_0/upload/co-operativeinvestments.co.uk.htm		",phishing
"hotelkutno.blo.pl/out.php?url=www.free.items.blo.pl&amp;alias_id=33567714		",phishing
"wedontpaintmurals.com/paypal-confirm/		",phishing
"hotelkutno.blo.pl/out.php?url=www.free-itemki.blo.pl&amp;alias_id=33567717		",phishing
"zzzinn.com/www.paypal.co.il/israel/06282818e091d0d3faee8d9384d85353843faee8d9384d85353843ae3ae091d0d3faee8d938/logrun.htm?d80a13c0db1f8e263663d3faee8d9384d85353843a619606282818e091d0fb66ac5db93ccd1b57fe4803d8555feefb66ac5db93ccd1b57fe4803d8555fee		",phishing
"www.remembermargo.com/rm/redirection-cielo.html.htm		",phishing
"www.battled3.tk/login.asp?ref=us.battle.net/account/management2Findex.xml&amp;app=bam		",phishing
"www.wfuniforms.com/images/left/index.htm		",phishing
"seguridadceco.com/xmlrpc/ssl/Gx55AA011055_ssh/Gx55AA011055_ssh/n=1057923584&amp;fid=5c8a45349a8427f921358a42650ce4b/rd0306sv0v0xxx25_DosIgn_ssl=cgi_025553/		",phishing
"qualitycleaningatlanta.com/wp-includes/js/crop/index/index/index/index/index/index/gon.php		",phishing
"diagsv7.com/html/dp1207-xforex.htm		",phishing
"passivemobilemoneymachine.com/Paypal_Virefication/01f9b721a84d45bbaf6740a69b03ad15/		",phishing
"passivemobilemoneymachine.com/Paypal_Virefication/		",phishing
"passivemobilemoneymachine.com/		",phishing
"www.paypal.com.wpjsvx0ljnxvxd5pnczgk3olpztff9uzs7egwrv1gcepixsc355ujwinqirag9.adityacalibrationservice.com/		",phishing
"paupals.com.cgi.bin.webscr.cmd.login.submit.dispatch.5885d80a13c0db1f8e263663d3faee8.d0288a7fd2903afb85a5540fd44243d03.ggg.tmdhosting310.com/secure-code15/security/		",phishing
"paupals.com.cgi.bin.webscr.cmd.login.submit.dispatch.5885d80a13c0db1f8e263663d3faee8.d0288a7fd2903afb85a5540fd44243d03.ggg.tmdhosting310.com/		",phishing
"passivemobilemoneymachine.com/Paypal_Virefication/17cedd085cca8ef8f2cb936474cc03b7/webscr.php?cmd=_login-run&dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e5		",phishing
"paupals.com.cgi.bin.webscr.cmd.login.submit.dispatch.5885d80a13c0db1f8e263663d3faee8.d0288a7fd2903afb85a5540fd44243d03.ggg.tmdhosting310.com/secure-code8/security/login.php		",phishing
"hassanalsheikh.com/wp-content/plugins/cforms/Paypal.Us/		",phishing
"www.remax-offer.com/login/		",phishing
"www.remax-offer.com/login		",phishing
"parsunit.com//img/openImg/social_net/agent/realtor.htm		",phishing
"tinyurl.com/btdk39c		",phishing
"traviantx.xzn.ir/index.html		",phishing
"hassanalsheikh.com/wp-content/wppa-depot/admin/www.paypal.com/restore.php		",phishing
"hassanalsheikh.com/wp-content/plugins/cforms/Paypal.Us/Thanks.php		",phishing
"euodoo-recycle.co.uk/fileslist.php		",phishing
"home.comcast.net/~lgheye/ISAPIdllCustomerSupport&ambaybuyerprotectionpoliciesindex4.html		",phishing
"home.comcast.net/~d.stillabower/ISAPIdllCustomerSupaaport&ambaybuyerprotec4tionpolicie564509sindexha.html		",phishing
"resolution.center.aspserver.net/cgi-bin/		",phishing
"hassanalsheikh.com/wp-content/wppa-depot/admin/www.paypal.com/authwebscr.htm		",phishing
"2099714.sites.myregisteredsite.com/suspended.php		",phishing
"www.infocamisas.com/smart/webscr.php		",phishing
"www.dzpubliker.com/paypal-com.us.webscrlcmdl.login.submit.dispatch.5885d80a/dir.php		",phishing
"nexusnovus.com/aa/		",phishing
"senyo.com/old_aol.1.3/?Login=&amp;Lis=10&amp;LigertID=1993745&amp;us=1		",phishing
"www.healthandwellbeings.net/wp-content/themes/twentyeleven/languages/ter/aol/costor/ubdet/inde.htm?cmd=_login-run&amp;dispatch=5885d80a13c0db1f998ca054efbdf2c29878a435fe324eec2511727fbf3e9efcd8		",phishing
"medo.0fees.net/		",phishing
"71102paypal42654.teas111.com/wrtb5U82La.php?3oqdx6NJLr4tY40VavXzRZLmLFka7dt8jFKL5ffS7MFN2a1t5ZCPq1mQMsDROTRIEGkZ6YNsY8QYL4K0IrnXTxlJ9ai5X0rJCsEi		",phishing
"gcamcam.info/remax-properties.com/remax		",phishing
"gcamcam.info/remax-properties.com/remax/		",phishing
"merchantcityyoga.com/media/www.paypal.com/		",phishing
"54661paypal97844.teas111.com/Ub3gY3XbNt.php?R72SxAKSw2EimQtn1kxO4XyYXDRUlvqlN35inBMTtCvB2ZRARzs1GOd0AsLqWvVZ25TAwxRP2ASH9lqH2He1iSoblcFdNf1VgDyh		",phishing
"shylands.com/old_aol.1.3/?Login=&amp;Lis=10&amp;LigertID=1993745&amp;us=1		",phishing
"74634paypal15794.teas111.com/978SGe6FdV.php?DTaSyZWbEdEZOrOuLy3KzJFzTqDZXqkLDYEDEr190BQlbmvRs7QW06iGfisMeOETP7XGc8UUJJQNtG86YFz3Zgou0MWaaC7VXcLA		",phishing
"53913paypal34640.teas111.com/XczXBUtt7f.php?KzKKyRwGS2o9rbWZGn5mMySh6HCYA0b75Rpx3CdCPOJTT7RLiAWO5AZ8kYAcjY5IHVfv7ijB8h88zoimrzTZYsjwOeBlWgCwU9oR		",phishing
"34975paypal42002.teas111.com/K8f4IT2uDg.php?vTES36Ae4oNIEG619pLGX5dqdHBXNSQE8RN3VkWJAdSCV6HM87oWwg5ttD1ZORDJc7WIefZ2xW01uINe83t55lIMxEgJOmT29pqU		",phishing
"brodka.nago.blo.pl/out.php?url=www.tibia.com.subtopic.forum.blo.pl&alias_id=33567796		",phishing
"www.mastersidlow.com/index.html		",benign
"www.execusite.com/jajohnson/	",benign
"www.execusite.com/huttercpa/	",benign
"www.cbiz.com/cbizmhm-topeka/	",benign
"www.execusite.com/arbcpa/	",benign
"execusite.com/mstearns/	",benign
"www.execusite.com/jmvccpa	",benign
"cp3.cpasitesolutions.com/~cuneocpa/	",benign
"www.execusite.com/weberthorson/	",benign
"www.klineco.com/index.html	",benign
"www.accountantsofficeonline.com/members/Trigi16815/	",benign
"home.earthlink.net/~mjeppy/		",benign
"www.execusite.com/iannucci/		",benign
"www.prestinaegele.com/welcome.html		",benign
"fso.cpasitesolutions.com/accountinggroup/		",benign
"www.execusite.com/mackroberts/		",benign
"www.execusite.com/mvs-cpa/		",benign
"www.execusite.com/bsccpas/welcome.html		",benign
"www.execusite.com/lewiscpas/		",benign
"ras.netopia.com/harrisoncpa		",benign
"www.execusite.com/reedcpa/welcome.html		",benign
"my.hdvest.com/michaelmullins/		",benign
"www.xmission.com/~tjassoc/		",benign
"www.execusite.com/bishandhaffey/		",benign
"www.cpa-center.com/zukerman		",benign
"mysite.verizon.net/vzeo8acu/		",benign
"www.execusite.com/gandkcpas/		",benign
"www.execusite.com/kelseypc/		",benign
"www.kpmg.com/au/		",benign
"members.optusnet.com.au/softax/		",benign
"members.iinet.net.au/~patrick6/		",benign
"www.execusite.com/mcumella/		",benign
"sbcspa.tripod.com/sbcs/		",benign
"users.erols.com/atyrsrvc/		",benign
"w3.gorge.net/dede/		",benign
"www.wiley.com/college/kieso/html/assoc.html		",benign
"www.cpateam.com/accounting-directories.htm		",benign
"sunrisefla.com/html/Accountants/		",benign
"www.accountantsworld.com/list/directorylist.aspx		",benign
"pembrokepinesfla.com/html/Accountants/		",benign
"www.topix.com/rss/business/accounting.xml		",benign
"www.newaccountantusa.com/default.html		",benign
"www-staff.lboro.ac.uk/~msawh/		",benign
"wwwlib.umi.com/dissertations/		",benign
"www.ssrn.com/arn/index.html		",benign
"aaahq.org/pubs/AESv16/toc.htm		",benign
"newman.baruch.cuny.edu/digital/saxe/default.htm		",benign
"bubl.ac.uk/link/a/accountingresearch.htm		",benign
"www.olemiss.edu/depts/general_library/aicpa/		",benign
"www.pwc.com/us/en/state-local-tax/		",benign
"onesource.thomsonreuters.com/salesanduse/		",benign
"www.topix.com/rss/business/aerospace-defense.xml		",benign
"www.celtic-lines.com/airship.html		",benign
"www.3m.com/us/auto_marine_aero/aero/		",benign
"home.earthlink.net/~rerasmussen/		",benign
"www.dma-aero.com/eu.htm		",benign
"www.spstech.com/aero/		",benign
"www.msa.freehosting.net/Index.htm		",benign
"freespace.virgin.net/andy.wright617/		",benign
"www.spectrajet.homestead.com/main.html		",benign
"www.aeroservis-sro.cz/en/English_version.htm		",benign
"www.airenergy.de/html/index_english.html		",benign
"users.chariot.net.au/~geastwood/		",benign
"www.nucleus.com/~eureka/		",benign
"www.aero.com/bonaire/		",benign
"bellsouthpwp.net/a/v/avifliflight/		",benign
"www.northlandcollege.edu/programs/aviation_maintenance_technology/		",benign
"www.rangeraviation.com/interiors.html		",benign
"members.shaw.ca/mplansolutions/		",benign
"members.tripod.com/ralph_graves/		",benign
"news.bbc.co.uk/1/hi/sci/tech/5394070.stm		",benign
"news.bbc.co.uk/2/hi/uk_news/magazine/8542482.stm		",benign
"www.survivalsuppliesltd.com/akit.html		",benign
"www.nvo.com/procallabs/		",benign
"www.aerofalcon.com/homepage.htm		",benign
"www.internationalflight.homestead.com/one.html		",benign
"www.freewebs.com/instruction/		",benign
"home.gci.net/~rruess/		",benign
"users.rcn.com/greenbrg/gilmore/		",benign
"www.nsula.edu/aviation/		",benign
"www.pennavionics.com/training/consult_svc.html		",benign
"www.sharpaviation.com.au/index.php/pt_home		",benign
"www.flightcamp.com.au/home		",benign
"www.copters.com/helicopter.html		",benign
"www.users.globalnet.co.uk/~emanners/		",benign
"www.usfamily.net/web/jims/		",benign
"www.freewebs.com/flighttraining/		",benign
"www169.pair.com/jcat/jason/flying/		",benign
"www.angelfire.com/mo/kcconsulting/index.html		",benign
"www.materialsengineer.com/CA-fatigue.htm		",benign
"freespace.virgin.net/mike.robins/index.htm		",benign
"www.barco.com/defense/		",benign
"www.smi-online.co.uk/products/default.asp?pb_sect=1		",benign
"www.govexec.com/top200/98charts/98dod.htm		",benign
"www.prime-power.com/military-grade/		",benign
"www.sanmina-sci.com/markets/def_aero.html		",benign
"www.indexdirect.com/bneil/		",benign
"www.angelfire.com/sk/sabot/		",benign
"www.opticalsys.com/militaryuses.html		",benign
"www.aztechnology.com/optical.html		",benign
"www.powerstarinc.com/power.html		",benign
"www.angelfire.com/biz/troopsupport/		",benign
"www.rapp-praezisionstechnik.de/html/en/home.htm		",benign
"www.angelfire.com/biz7/troopgear/ajc.html		",benign
"www.controlmastersinc.com/military_applications.htm		",benign
"www.topix.com/business/aerospace-defense		",benign
"www.energia.ru/english/index.html		",benign
"www.invap.net/index-e.php		",benign
"global.mitsubishielectric.com/bu/space/index.html		",benign
"www.dassault-aviation.com/en/space.html?L=1		",benign
"home.comcast.net/~compositex		",benign
"www.ams.usda.gov/farmersmarkets/		",benign
"www.angelfire.com/wa2/jjaqua/index.html		",benign
"www.holidayjunction.com/aro/		",benign
"homepage.tinet.ie/~decdeb/oysters.html		",benign
"www.angelfire.com/fl5/cfarmsllc/		",benign
"www.mitikas-sa.gr/index1.htm		",benign
"ag.arizona.edu/azaqua/ata.html		",benign
"www.aquaculturecouncilwa.com/marron/introduction		",benign
"www.bannertown.com/darksea.html		",benign
"www.angelfire.com/country/aquafarm/		",benign
"www.angelfire.com/nb/iaa/		",benign
"home.kpn.nl/herwa073/aquacrops/		",benign
"www.cropking.com/aqua.shtml		",benign
"users.vic.chariot.net.au/~agktech/		",benign
"members.aon.at/solaris/		",benign
"www.morningmistfarm.8m.com/index1.html		",benign
"www.tarad.com/siamgoldfish-inter/		",benign
"www.imbc.gr/biblio_serv/		",benign
"www.mass.gov/czm/wpmaraqu.htm		",benign
"www.npr.org/templates/story/story.php?storyId=5291579		",benign
"www.lib.noaa.gov/docaqua/frontpage.htm		",benign
"www.elsevier.com/wps/find/journaldescription.cws_home/503302/description#description		",benign
"www.wiley.com/bw/journal.asp?ref=1353-5773		",benign
"www.agf.gov.bc.ca/fisheries/index.htm		",benign
"groups.yahoo.com/clubs/aquaculturefarming		",benign
"www.gnb.ca/0027/		",benign
"fcms.its.utas.edu.au/scieng/aqua/		",benign
"edis.ifas.ufl.edu/TOPIC_Aquaculture		",benign
"www.ag.auburn.edu/fish/		",benign
"www.fao.org/DOCREP/FIELD/006/AD742E/AD742E00.HTM		",benign
"www.ucc.ie/research/adc/		",benign
"hawaii.gov/hdoa/adp		",benign
"clients.ttm.bg/abi		",benign
"www.ca.uky.edu/nssppa		",benign
"www.heartwoods.com/html/barn_wood.html		",benign
"www.abcopolebarns.com/1.html		",benign
"www2.oardc.ohio-state.edu/nematodes/		",benign
"members.aon.at/moitzi/yeti/default_eng.htm		",benign
"www.sierratel.com/resintl/		",benign
"pws.prserv.net/marketsolutions/		",benign
"www.rurdev.usda.gov/rbs/index.html		",benign
"www.tumpline.com/agriculture		",benign
"www.virtualquincy.com/quincy/ag/index.html		",benign
"agritechnology.com/index.htm		",benign
"forestry.about.com/od/forestindustry1/		",benign
"www.fs.fed.us/fsjobs/		",benign
"www.jobsin.co.uk/?h=forestry		",benign
"www.jobsin.co.uk/?h=agriculture		",benign
"www.best-used-tractors.com/tractors.html		",benign
"cattlepages.com/equipment		",benign
"www.rainbird.com/ag/index.htm		",benign
"rimu.orconhosting.net.nz/philproof/		",benign
"www.kolnag.ru/english/default.htm		",benign
"www.angelfire.com/mt/den/		",benign
"www.angelfire.com/nc/dynadiggr/index.html		",benign
"www.diffusion-directe.fr/eindex.htm		",benign
"www.rotomec.com/usa/		",benign
"members.smetc.com/gokmenler/		",benign
"showcase.netins.net/web/grainvacsinc		",benign
"www.sznorinco.com/shovel		",benign
"www.agdealer.com/grande		",benign
"www.agdealer.com/parkland		",benign
"www.agdealer.com/chabot		",benign
"www.agdealer.com/drummonds		",benign
"www.agdealer.com/hlmotors		",benign
"www.agdealer.com/keystone		",benign
"www.agdealer.com/littlemorden		",benign
"www.agdealer.com/kms		",benign
"www.agdealer.com/leos		",benign
"www.agdealer.com/notredame		",benign
"www.agdealer.com/tic		",benign
"www.agdealer.com/southeastern		",benign
"www.agdealer.com/fulllineag		",benign
"www.agdealer.com/greentrac		",benign
"www.agdealer.com/maplefarm		",benign
"www.agdealer.com/wheatbeltsales		",benign
"www.agdealer.com/redvers		",benign
"www.angelfire.com/mo3/ameritractor/		",benign
"www.tractorjoe.com/zetor		",benign
"agcocorpdealers.com/FLANAGANIMP/		",benign
"agcocorpdealers.com/ROHLFS/		",benign
"agcocorpdealers.com/PLEVNA/		",benign
"www.agcocorpdealers.com/isaacsonimplt/		",benign
"agcocorpdealers.com/LAUFEQUIP/		",benign
"agcocorpdealers.com/terryimp/		",benign
"agcocorpdealers.com/VAHRENBERGIMP/		",benign
"agcocorpdealers.com/EARLLADD/		",benign
"agcocorpdealers.com/SOUTHWESTERNEQUIPMENT/		",benign
"agcocorpdealers.com/KOENECKE/		",benign
"agcocorpdealers.com/PORTLANDIMP/		",benign
"www.leinbachs.com/inc.html		",benign
"www.reallyinnovations.com/sprayers.html		",benign
"www.deere.com/en_US/ProductCatalog/FR/category/FR_SPRAYERS.html		",benign
"buckinghammint.com/NA_Land.htm		",benign
"www.propertyguide.com.au/rural/		",benign
"eaglestar.net/Land_Buyers_List/index.html		",benign
"www.northernlife.com/realestate		",benign
"www.mts.net/~fronge/farmsale.html		",benign
"www.malad.com/farms.htm		",benign
"www.ranchmagazine.com/re.html		",benign
"www.rockisland.com/~cedarfences/		",benign
"www.wightman.ca/~blitz/		",benign
"www.agripal.it/prodotti1_en.htm		",benign
"www.hotkey.net.au/~mm2000/		",benign
"edis.ifas.ufl.edu/TOPIC_Forage		",benign
"www.ewrinc.com/cotton/		",benign
"www.kentuckyamerican.com/kyamerican/		",benign
"www.humeseeds.com/ballard/		",benign
"www.millscountry.com/Farms/		",benign
"www.elmia.se/wood/		",benign
"www.woodfibre.com/wood/index.html		",benign
"www.visit.co.nz/MoistureMeters/Default.htm		",benign
"www.ualberta.ca/~uofafs/		",benign
"www.certificationcanada.org/english/		",benign
"www.forestry.org/alaska/		",benign
"mypage.direct.ca/k/kholmsen		",benign
"home.comcast.net/~coloradoforestmanagement/		",benign
"www.smokeybear.com/vault/default.asp		",benign
"www.fs.fed.us/r1/lolo/fire/hotshots/		",benign
"members.shaw.ca/ram-fire/		",benign
"www.nogalink.com/link.html		",benign
"'www.h-m-holding.com/hm\%202006/en/obm/home.asp'		",benign
"www.quebecweb.com/perfort/introfranc.html		",benign
"www.builditplans.com/Blog/		",benign
"home.netcom.com/~runar/		",benign
"na.fs.fed.us/stewardship/index.shtm		",benign
"na.fs.fed.us/pubs/misc/flg/		",benign
"www.ces.ncsu.edu/forestry/pdf/WON/won26.pdf		",benign
"www.wesaborgs.se/english/		",benign
"koti.phnet.fi/perttisa/windformer.html		",benign
"www.fbptimber.com/indexen.htm		",benign
"www.forexgroup.ca/index.html		",benign
"www.altaindia.com/homepages/premium.htm		",benign
"dendoffsprings.tripod.com/kenworth.html		",benign
"www.ams.usda.gov/fv/		",benign
"home.earthlink.net/~dario/		",benign
